isbn,title,author,publisher,publish_year,place_published,picture,link
56415820,xxx improves yyy,姚韫玉,北京大学出版社,2001-09-15,北京,,www.xxxxx.com
41762467,xxx 在 zzz 时促进了 yyy,姚韫玉,南京农业大学出版社,2008-06-15,天津,,www.xxxxx.com
69582122,xxxxx 刍议,姚韫玉,南京大学出版社,1999-09-04,海口,,www.xxxxx.com
53687776,xxx has facilitated yyy,姚韫玉,北京语言大学出版社,2007-02-10,合肥,,www.xxxxx.com
65312013,xxxxx 小议,姚韫玉,南京农业大学出版社,2000-10-08,西宁,,www.xxxxx.com
46991494,xxxxx 刍议,姚韫玉,人民美术出版社,2009-02-23,青岛,,www.xxxxx.com
85201073,xxxxx 小议,金子怡,北京印刷学院出版社,1993-03-22,济南,,www.xxxxx.com
83095431,论 xxxx,金子怡,河北师范大学出版社,1992-07-06,昆明,,www.xxxxx.com
33649091,xxxx 对 yyy 有重大影响,金子怡,北京印刷学院出版社,2018-01-24,济南,,www.xxxxx.com
68646333,xxxx 对 yyy 有重大影响,金子怡,北京师范大学出版社,1991-08-20,西宁,,www.xxxxx.com
82116590,xxxxx 刍议,金子怡,人民邮电出版社,2002-02-28,重庆,,www.xxxxx.com
09186633,xxxx 对 yyy 有重大影响,金子怡,北京印刷学院出版社,2023-03-28,南昌,,www.xxxxx.com
94264246,xxxxx 小议,金子怡,南京航空航天大学出版社,2015-02-18,郑州,,www.xxxxx.com
63727863,xxxxx 浅析,金子怡,人民邮电出版社,1994-12-23,青岛,,www.xxxxx.com
72331189,xxxxx 刍议,金子怡,北京科技大学出版社,1994-03-25,厦门,,www.xxxxx.com
21160510,xxx improves yyy,金子怡,北京大学出版社,2008-04-24,厦门,,www.xxxxx.com
61671037,xxx 在 zzz 时促进了 yyy,金子怡,北京航空航天大学出版社,2007-10-06,杭州,,www.xxxxx.com
75801462,xxxxx 小议,金子怡,人民教育出版社,2023-01-06,济南,,www.xxxxx.com
59841051,xxx 在 zzz 时促进了 yyy,金子怡,南京航空航天大学出版社,2008-12-25,大连,,www.xxxxx.com
09751140,xxxxx 浅析,金子怡,北京体育大学出版社,2012-03-18,深圳,,www.xxxxx.com
10552651,xxx 在 zzz 时促进了 yyy,金子怡,人民音乐出版社,2016-05-25,兰州,,www.xxxxx.com
95944302,xxxx 对 yyy 有重大影响,金子怡,南京航空航天大学出版社,2013-09-28,广州,,www.xxxxx.com
28283149,论 xxxx,金子怡,北京邮电大学出版社,2007-04-04,郑州,,www.xxxxx.com
94318298,xxxx 对 yyy 有重大影响,金子怡,北京体育大学出版社,2009-01-12,合肥,,www.xxxxx.com
50848695,论 xxxx,金子怡,北京语言大学出版社,2016-03-24,南昌,,www.xxxxx.com
90973734,xxxxx 小议,金子怡,河北师范大学出版社,2002-07-11,武汉,,www.xxxxx.com
30773655,xxxxx 小议,戴晏如,南京大学出版社,2022-02-08,济南,,www.xxxxx.com
96229260,xxxxx 浅析,戴晏如,南京农业大学出版社,2014-05-02,南京,,www.xxxxx.com
01797546,xxx has facilitated yyy,戴晏如,北京外国语大学出版社,2005-12-07,杭州,,www.xxxxx.com
47523871,论 xxxxx 在 xxxxx 中的应用,戴晏如,商务印书馆,1995-07-05,武汉,,www.xxxxx.com
01044897,xxxxx 小议,戴晏如,北京电子科技学院出版社,2004-02-20,海口,,www.xxxxx.com
95489570,xxxx 对 yyy 有重大影响,戴晏如,河北科技大学出版社,2018-02-04,长沙,,www.xxxxx.com
64942821,xxxxx 刍议,戴晏如,河北师范大学出版社,2005-05-24,南京,,www.xxxxx.com
00952639,论 xxxxx 在 xxxxx 中的应用,戴晏如,商务印书馆,2008-11-26,太原,,www.xxxxx.com
47107807,论 xxxxx 在 xxxxx 中的应用,戴晏如,南京航空航天大学出版社,1995-02-19,青岛,,www.xxxxx.com
83117112,xxx 在 zzz 时促进了 yyy,戴晏如,人民音乐出版社,2000-11-07,西安,,www.xxxxx.com
03009450,xxx 在 zzz 时促进了 yyy,戴晏如,北京外国语大学出版社,1993-03-11,长春,,www.xxxxx.com
14136021,xxxxx 刍议,戴晏如,河北师范大学出版社,2022-06-03,贵阳,,www.xxxxx.com
71828200,xxxxx 小议,戴晏如,北京理工大学出版社,2001-07-11,杭州,,www.xxxxx.com
96033913,xxx has facilitated yyy,戴晏如,河北人民出版社,2007-02-05,沈阳,,www.xxxxx.com
03986713,xxx improves yyy,戴晏如,北京电子科技学院出版社,2023-05-06,广州,,www.xxxxx.com
09831867,论 xxxx,戴晏如,北京语言大学出版社,2000-08-07,贵阳,,www.xxxxx.com
33176019,xxxxx 刍议,戴晏如,南京航空航天大学出版社,1994-10-26,杭州,,www.xxxxx.com
27194113,xxxxx 小议,戴晏如,清华大学出版社,1994-05-21,郑州,,www.xxxxx.com
80378945,论 xxxx,戴晏如,清华大学出版社,2015-08-21,兰州,,www.xxxxx.com
56641363,xxx has facilitated yyy,戴晏如,北京师范大学出版社,2017-10-20,贵阳,,www.xxxxx.com
25742329,xxxx 对 yyy 有重大影响,阎秋怡,北京体育大学出版社,2001-03-23,长春,,www.xxxxx.com
03774595,xxxxx 小议,阎秋怡,人民邮电出版社,2011-07-08,武汉,,www.xxxxx.com
61557759,xxxxx 浅析,阎秋怡,商务印书馆,2018-01-14,福州,,www.xxxxx.com
16008423,xxx has facilitated yyy,阎秋怡,人民音乐出版社,2002-05-05,福州,,www.xxxxx.com
42696204,xxx 在 zzz 时促进了 yyy,阎秋怡,北京航空航天大学出版社,2022-12-17,天津,,www.xxxxx.com
47307768,xxxxx 浅析,阎秋怡,人民邮电出版社,2005-08-20,长春,,www.xxxxx.com
25650539,xxxxx 刍议,阎秋怡,清华大学出版社,2008-05-05,天津,,www.xxxxx.com
53063279,xxxxx 小议,阎秋怡,商务印书馆,2013-09-18,太原,,www.xxxxx.com
66433844,xxxxx 浅析,阎秋怡,清华大学出版社,2023-02-09,济南,,www.xxxxx.com
75744749,论 xxxxx 在 xxxxx 中的应用,阎秋怡,苏州大学出版社,2023-08-13,西安,,www.xxxxx.com
80433001,xxx 在 zzz 时促进了 yyy,阎秋怡,人民邮电出版社,2014-07-23,福州,,www.xxxxx.com
42029611,论 xxxx,阎秋怡,人民教育出版社,2000-03-05,成都,,www.xxxxx.com
25548510,论 xxxxx 在 xxxxx 中的应用,阎秋怡,河北农业大学出版社,2015-12-10,哈尔滨,,www.xxxxx.com
24031125,xxx 在 zzz 时促进了 yyy,阎秋怡,北京体育大学出版社,2003-10-07,长沙,,www.xxxxx.com
99377665,xxx improves yyy,阎秋怡,南京大学出版社,1993-06-21,昆明,,www.xxxxx.com
11745673,xxxxx 浅析,阎秋怡,北京体育大学出版社,2006-05-08,苏州,,www.xxxxx.com
36060245,xxx has facilitated yyy,阎秋怡,清华大学出版社,2017-02-17,深圳,,www.xxxxx.com
65330029,xxx has facilitated yyy,阎秋怡,河北工业大学出版社,2012-02-02,大连,,www.xxxxx.com
39775224,论 xxxx,阎秋怡,北京外国语大学出版社,2014-05-13,太原,,www.xxxxx.com
43554412,论 xxxxx 在 xxxxx 中的应用,阎秋怡,河北科技大学出版社,2012-03-14,大连,,www.xxxxx.com
07169239,xxxxx 浅析,易幼翠,人民音乐出版社,2018-08-24,成都,,www.xxxxx.com
44109443,xxxxx 浅析,易幼翠,北京印刷学院出版社,2004-08-07,杭州,,www.xxxxx.com
47266085,xxx 在 zzz 时促进了 yyy,易幼翠,北京体育大学出版社,1997-06-11,武汉,,www.xxxxx.com
53506404,xxx 在 zzz 时促进了 yyy,易幼翠,人民音乐出版社,2003-07-28,广州,,www.xxxxx.com
58705818,xxx 在 zzz 时促进了 yyy,易幼翠,河北师范大学出版社,2000-01-19,厦门,,www.xxxxx.com
88469268,xxxxx 刍议,易幼翠,北京体育大学出版社,2016-08-08,济南,,www.xxxxx.com
56516525,xxxxx 刍议,易幼翠,商务印书馆,2016-01-21,天津,,www.xxxxx.com
96487244,xxx improves yyy,易幼翠,北京体育大学出版社,2002-01-04,郑州,,www.xxxxx.com
45340272,xxx improves yyy,易幼翠,河北科技大学出版社,1994-08-16,西安,,www.xxxxx.com
54272332,xxxxx 浅析,易幼翠,河北师范大学出版社,1991-05-08,贵阳,,www.xxxxx.com
20629582,xxxx 对 yyy 有重大影响,易幼翠,北京语言大学出版社,2002-06-18,昆明,,www.xxxxx.com
95024866,论 xxxx,易幼翠,南京航空航天大学出版社,1992-12-28,济南,,www.xxxxx.com
95430972,论 xxxx,易幼翠,商务印书馆,1994-12-14,广州,,www.xxxxx.com
21477200,xxxxx 浅析,易幼翠,河北工业大学出版社,2013-09-20,哈尔滨,,www.xxxxx.com
72932794,xxx has facilitated yyy,易幼翠,南京大学出版社,1995-08-09,南宁,,www.xxxxx.com
68213442,xxx improves yyy,易幼翠,南京理工大学出版社,1994-06-14,海口,,www.xxxxx.com
62615818,xxxxx 小议,易幼翠,苏州大学出版社,2017-11-20,杭州,,www.xxxxx.com
66450892,xxxx 对 yyy 有重大影响,易幼翠,北京电子科技学院出版社,2009-11-11,广州,,www.xxxxx.com
08712911,xxx has facilitated yyy,易幼翠,北京语言大学出版社,2007-05-22,长春,,www.xxxxx.com
24396426,xxx improves yyy,易幼翠,北京理工大学出版社,2004-06-18,贵阳,,www.xxxxx.com
15920383,xxx has facilitated yyy,郑沛岚,南京农业大学出版社,1993-02-16,成都,,www.xxxxx.com
60276157,xxxxx 刍议,郑沛岚,北京体育大学出版社,2019-11-07,沈阳,,www.xxxxx.com
07362449,论 xxxx,郑沛岚,北京航空航天大学出版社,2016-11-04,济南,,www.xxxxx.com
90440375,xxx has facilitated yyy,郑沛岚,人民邮电出版社,1996-01-06,北京,,www.xxxxx.com
79475614,xxxxx 浅析,郑沛岚,人民邮电出版社,1994-12-11,杭州,,www.xxxxx.com
48468949,xxx has facilitated yyy,郑沛岚,人民音乐出版社,2013-06-01,长春,,www.xxxxx.com
37564400,论 xxxx,郑沛岚,南京大学出版社,1996-12-07,沈阳,,www.xxxxx.com
50565529,xxx 在 zzz 时促进了 yyy,郑沛岚,南京航空航天大学出版社,2001-03-24,北京,,www.xxxxx.com
17786319,论 xxxxx 在 xxxxx 中的应用,郑沛岚,北京邮电大学出版社,2004-12-06,昆明,,www.xxxxx.com
11654232,xxxxx 小议,郑沛岚,河北医科大学出版社人民文学出版社,2016-06-12,天津,,www.xxxxx.com
08016470,xxxxx 刍议,郑沛岚,南京农业大学出版社,2011-12-01,南昌,,www.xxxxx.com
22061513,论 xxxxx 在 xxxxx 中的应用,郑沛岚,北京大学出版社,2020-08-17,杭州,,www.xxxxx.com
30733307,xxxx 对 yyy 有重大影响,郑沛岚,河北工业大学出版社,2010-09-15,武汉,,www.xxxxx.com
71156384,xxx improves yyy,郑沛岚,人民美术出版社,2018-03-16,贵阳,,www.xxxxx.com
52007407,xxxxx 浅析,郑沛岚,人民邮电出版社,2012-07-17,合肥,,www.xxxxx.com
72811688,xxxxx 小议,郑沛岚,人民美术出版社,2022-07-13,成都,,www.xxxxx.com
14410656,xxxxx 刍议,郑沛岚,北京师范大学出版社,2022-08-05,长沙,,www.xxxxx.com
17951853,xxx has facilitated yyy,郑沛岚,北京大学出版社,2004-08-12,合肥,,www.xxxxx.com
39215561,xxxx 对 yyy 有重大影响,郑沛岚,北京邮电大学出版社,2018-06-21,上海,,www.xxxxx.com
82703103,xxxxx 小议,郑沛岚,人民邮电出版社,2003-11-26,长春,,www.xxxxx.com
56744178,xxx has facilitated yyy,冯彭丹,北京理工大学出版社,2011-12-27,南宁,,www.xxxxx.com
95594239,论 xxxx,冯彭丹,河北科技大学出版社,1998-09-26,南京,,www.xxxxx.com
74130874,xxxxx 刍议,冯彭丹,河北科技大学出版社,1992-10-07,福州,,www.xxxxx.com
28620053,xxxxx 小议,冯彭丹,北京科技大学出版社,2013-07-23,西安,,www.xxxxx.com
35604540,xxx has facilitated yyy,冯彭丹,南京理工大学出版社,1996-08-21,大连,,www.xxxxx.com
24938227,论 xxxxx 在 xxxxx 中的应用,冯彭丹,清华大学出版社,2002-08-14,哈尔滨,,www.xxxxx.com
61129922,xxx improves yyy,冯彭丹,北京电子科技学院出版社,2020-05-19,成都,,www.xxxxx.com
80132558,论 xxxxx 在 xxxxx 中的应用,冯彭丹,清华大学出版社,1990-08-07,厦门,,www.xxxxx.com
72730400,xxxxx 刍议,冯彭丹,清华大学出版社,2000-04-24,太原,,www.xxxxx.com
63600882,论 xxxxx 在 xxxxx 中的应用,冯彭丹,南京航空航天大学出版社,2004-07-05,南京,,www.xxxxx.com
68320766,xxxxx 浅析,冯彭丹,北京语言大学出版社,2007-04-09,海口,,www.xxxxx.com
58875403,xxx has facilitated yyy,冯彭丹,苏州大学出版社,2015-02-24,福州,,www.xxxxx.com
60226967,论 xxxx,冯彭丹,北京电子科技学院出版社,2019-06-12,太原,,www.xxxxx.com
04287775,论 xxxx,冯彭丹,清华大学出版社,2014-08-16,长春,,www.xxxxx.com
15358508,论 xxxxx 在 xxxxx 中的应用,冯彭丹,河北科技大学出版社,2023-01-27,贵阳,,www.xxxxx.com
13573021,xxxxx 浅析,冯彭丹,南京理工大学出版社,2015-12-07,西安,,www.xxxxx.com
17347222,xxxxx 小议,冯彭丹,南京理工大学出版社,2001-08-01,广州,,www.xxxxx.com
78394935,论 xxxx,冯彭丹,商务印书馆,2009-01-13,杭州,,www.xxxxx.com
36197462,xxxxx 小议,冯彭丹,北京邮电大学出版社,2023-01-25,深圳,,www.xxxxx.com
42905249,xxxxx 刍议,冯彭丹,人民音乐出版社,1999-06-09,贵阳,,www.xxxxx.com
65931552,xxx improves yyy,文国琴,人民邮电出版社,2020-12-01,南宁,,www.xxxxx.com
64433022,xxxxx 小议,文国琴,苏州大学出版社,2017-02-08,合肥,,www.xxxxx.com
07329463,论 xxxxx 在 xxxxx 中的应用,文国琴,商务印书馆,1997-04-22,杭州,,www.xxxxx.com
42277454,xxxxx 刍议,文国琴,北京邮电大学出版社,1992-10-23,南京,,www.xxxxx.com
70124963,xxx improves yyy,文国琴,人民教育出版社,2021-04-26,苏州,,www.xxxxx.com
18663739,论 xxxx,文国琴,人民教育出版社,2002-07-06,郑州,,www.xxxxx.com
79933436,xxxx 对 yyy 有重大影响,文国琴,南京理工大学出版社,2021-11-07,厦门,,www.xxxxx.com
86382000,xxx improves yyy,文国琴,河北师范大学出版社,2001-11-24,合肥,,www.xxxxx.com
07578176,xxx 在 zzz 时促进了 yyy,文国琴,北京师范大学出版社,2002-02-12,郑州,,www.xxxxx.com
30005651,xxxxx 刍议,文国琴,河北工业大学出版社,2003-12-15,武汉,,www.xxxxx.com
11160058,xxx has facilitated yyy,文国琴,南京理工大学出版社,1999-02-09,沈阳,,www.xxxxx.com
60445301,xxx has facilitated yyy,文国琴,清华大学出版社,2001-02-07,沈阳,,www.xxxxx.com
41547094,xxx 在 zzz 时促进了 yyy,文国琴,南京农业大学出版社,2004-08-24,青岛,,www.xxxxx.com
84078226,xxx improves yyy,文国琴,清华大学出版社,2020-10-19,上海,,www.xxxxx.com
25885858,论 xxxx,文国琴,河北师范大学出版社,2017-12-07,长沙,,www.xxxxx.com
34784021,论 xxxxx 在 xxxxx 中的应用,文国琴,南京理工大学出版社,1996-05-13,武汉,,www.xxxxx.com
76279125,xxxxx 刍议,文国琴,人民美术出版社,2011-03-19,西安,,www.xxxxx.com
72053523,论 xxxxx 在 xxxxx 中的应用,文国琴,人民邮电出版社,2023-10-26,福州,,www.xxxxx.com
54797504,xxxx 对 yyy 有重大影响,文国琴,北京体育大学出版社,2018-07-19,上海,,www.xxxxx.com
10287786,xxxxx 浅析,文国琴,商务印书馆,2015-07-10,南昌,,www.xxxxx.com
57979548,xxxxx 小议,钱囡囡,北京语言大学出版社,2015-01-08,昆明,,www.xxxxx.com
77812102,xxxxx 小议,钱囡囡,北京邮电大学出版社,2020-08-22,合肥,,www.xxxxx.com
40158943,论 xxxxx 在 xxxxx 中的应用,钱囡囡,人民教育出版社,1991-02-14,天津,,www.xxxxx.com
93466706,xxxxx 小议,钱囡囡,人民邮电出版社,2023-11-21,南京,,www.xxxxx.com
43016532,xxxxx 刍议,钱囡囡,北京电子科技学院出版社,1996-04-01,长沙,,www.xxxxx.com
02364826,xxxx 对 yyy 有重大影响,钱囡囡,北京体育大学出版社,2020-01-09,南京,,www.xxxxx.com
25040358,xxx 在 zzz 时促进了 yyy,钱囡囡,北京大学出版社,2016-07-04,重庆,,www.xxxxx.com
26871833,论 xxxx,钱囡囡,北京邮电大学出版社,2007-07-06,贵阳,,www.xxxxx.com
29599282,xxxxx 刍议,钱囡囡,南京航空航天大学出版社,1998-05-08,兰州,,www.xxxxx.com
79467889,xxx improves yyy,钱囡囡,河北科技大学出版社,1993-02-21,厦门,,www.xxxxx.com
03916112,论 xxxx,钱囡囡,南京大学出版社,1999-10-18,成都,,www.xxxxx.com
74309849,论 xxxxx 在 xxxxx 中的应用,钱囡囡,北京印刷学院出版社,1996-03-12,大连,,www.xxxxx.com
97150774,xxxx 对 yyy 有重大影响,钱囡囡,清华大学出版社,2009-09-01,郑州,,www.xxxxx.com
70215744,xxxxx 小议,钱囡囡,河北医科大学出版社人民文学出版社,2014-12-20,长春,,www.xxxxx.com
09895377,xxx has facilitated yyy,钱囡囡,南京理工大学出版社,1998-09-06,大连,,www.xxxxx.com
62288292,论 xxxxx 在 xxxxx 中的应用,钱囡囡,苏州大学出版社,2010-03-26,厦门,,www.xxxxx.com
80633774,xxxxx 浅析,钱囡囡,清华大学出版社,2000-09-27,合肥,,www.xxxxx.com
77399431,论 xxxx,钱囡囡,南京理工大学出版社,2007-04-12,青岛,,www.xxxxx.com
84589688,xxx improves yyy,钱囡囡,南京理工大学出版社,2010-12-08,西宁,,www.xxxxx.com
87068979,xxxx 对 yyy 有重大影响,钱囡囡,北京师范大学出版社,1998-05-17,兰州,,www.xxxxx.com
22145444,xxx improves yyy,康以云,河北师范大学出版社,2014-02-03,西安,,www.xxxxx.com
12663690,论 xxxxx 在 xxxxx 中的应用,康以云,北京科技大学出版社,2002-04-02,南宁,,www.xxxxx.com
31137691,xxxxx 浅析,康以云,北京外国语大学出版社,2005-06-15,海口,,www.xxxxx.com
82808125,xxx has facilitated yyy,康以云,北京大学出版社,2001-03-08,重庆,,www.xxxxx.com
17994664,xxx 在 zzz 时促进了 yyy,康以云,河北师范大学出版社,2019-04-05,太原,,www.xxxxx.com
83442290,xxx has facilitated yyy,康以云,商务印书馆,2001-10-25,太原,,www.xxxxx.com
28015727,论 xxxxx 在 xxxxx 中的应用,康以云,南京大学出版社,2007-10-03,苏州,,www.xxxxx.com
89785620,xxx 在 zzz 时促进了 yyy,康以云,人民美术出版社,2002-04-11,重庆,,www.xxxxx.com
06381420,xxxxx 小议,康以云,清华大学出版社,2023-12-16,南京,,www.xxxxx.com
11257641,xxx has facilitated yyy,康以云,河北科技大学出版社,1999-06-07,大连,,www.xxxxx.com
90312231,论 xxxx,康以云,河北农业大学出版社,2006-05-01,南宁,,www.xxxxx.com
48121733,xxxxx 小议,康以云,北京邮电大学出版社,2012-07-23,重庆,,www.xxxxx.com
49029477,论 xxxx,康以云,人民音乐出版社,2002-05-25,合肥,,www.xxxxx.com
54307165,xxxxx 刍议,康以云,北京师范大学出版社,1996-08-02,苏州,,www.xxxxx.com
21750809,xxxxx 小议,康以云,河北师范大学出版社,2008-08-26,大连,,www.xxxxx.com
42148472,xxx improves yyy,康以云,河北师范大学出版社,1994-05-02,上海,,www.xxxxx.com
65583541,xxxxx 浅析,康以云,南京大学出版社,1991-04-19,南昌,,www.xxxxx.com
36756440,xxxx 对 yyy 有重大影响,康以云,北京科技大学出版社,2002-11-19,兰州,,www.xxxxx.com
40972011,xxx 在 zzz 时促进了 yyy,康以云,北京航空航天大学出版社,2008-08-18,成都,,www.xxxxx.com
51226485,论 xxxx,康以云,河北师范大学出版社,1995-04-17,昆明,,www.xxxxx.com
24305177,论 xxxx,萧晶辉,河北医科大学出版社人民文学出版社,1999-11-07,昆明,,www.xxxxx.com
61589458,xxxxx 浅析,萧晶辉,北京师范大学出版社,2013-11-05,武汉,,www.xxxxx.com
11102203,xxx has facilitated yyy,萧晶辉,人民教育出版社,2021-09-18,苏州,,www.xxxxx.com
51732944,xxxxx 浅析,萧晶辉,商务印书馆,1993-01-27,福州,,www.xxxxx.com
55118362,论 xxxx,萧晶辉,人民美术出版社,1996-05-16,南昌,,www.xxxxx.com
91151902,xxxx 对 yyy 有重大影响,萧晶辉,河北科技大学出版社,2016-11-01,重庆,,www.xxxxx.com
